,G,MLP,RES,SA,date
361,0.3105068952240469,0.0,NTR,0.12458282083333333,2017-09-07 23:00:00
362,-0.9807596594902547,0.59971684217453,NEG,-0.13011353571428572,2018-01-08 23:00:00
363,-0.4040558576142904,0.05666245520114899,NTR,-0.22135421312499995,2017-10-27 23:00:00
364,0.2657968343476239,0.0,NTR,-0.12114244444444444,2017-08-24 23:00:00
365,0.6583622874636934,0.0,NEG,-0.2289431535714286,2017-12-21 23:00:00
366,-0.15147833834869864,0.0,NTR,0.121352825,2017-07-29 23:00:00
367,-0.8004955050774704,0.0,POS,-0.013712433333333334,2018-02-10 23:00:00
368,-0.05641416421829294,0.6164969205856323,NTR,-0.08288775,2017-08-26 23:00:00
369,0.7018811394002034,0.9716624617576599,POS,-0.1447065576923077,2017-11-15 23:00:00
370,-0.9996836668080686,0.0,POS,-0.3958559166666667,2017-12-28 23:00:00
371,-0.08643829832865436,0.0,NTR,0.4455120000000001,2017-10-01 23:00:00
372,0.951176974663637,0.8803365230560303,POS,0.0311943,2018-02-17 23:00:00
373,0.7685078440192367,0.0,NTR,-0.143298,2018-03-11 23:00:00
374,0.3974817080530422,0.0,NTR,0.015093028125000003,2017-10-13 23:00:00
375,0.08310161318298646,0.0,NTR,0.245061,2017-10-08 23:00:00
376,-0.999998188371683,0.0,POS,-0.08772979999999997,2017-12-08 23:00:00
377,0.9998749948827366,0.0,POS,-0.15906515384615386,2017-12-11 23:00:00
378,-0.18328562239327742,0.06295664608478546,NTR,-0.251858825,2017-07-30 23:00:00
379,0.7577895946137368,0.0,NTR,-0.06323383142857143,2017-11-24 23:00:00
380,0.7577895946137368,0.0,NTR,-0.06323382928571429,2017-11-24 23:00:00
381,-0.9515686087281656,0.0,POS,-0.38585537812500004,2018-02-16 23:00:00
382,-0.3347173941490007,0.0,NTR,0.3307445,2017-09-16 23:00:00
383,-0.9293412075829445,0.2254827916622162,POS,-0.1917965514285714,2017-12-29 23:00:00
384,-0.9996836668080686,0.0,POS,-0.3958559166666667,2017-12-28 23:00:00
385,0.5185771927019341,0.10560183227062225,POS,-0.95827525,2017-11-12 23:00:00
386,-0.2968346004025632,0.4895646572113037,NTR,0.23489290777777777,2017-11-23 23:00:00
387,-0.05641416421829294,0.6164969205856323,NTR,-0.08288775,2017-08-26 23:00:00
388,-0.2749865487013602,0.0,NTR,-0.391655025,2017-08-06 23:00:00
